Index,Address,Currency,TotalRewards,TimeStart,TimeEnd,TimeAggregation,StartingBalance,ProtocolRewards,TxFeeRewards,MevRewards
418394,0x8656f3b6378f5d2685746b513f154f3b0a2b9666112e5971d1f8928ac420e7639656c66fbefff76e4584aa8c5020a030,ETH,0.002705,2023-06-18T00:00:00Z,2023-06-18T23:59:59Z,daily,32.000950,0.002705,0.000000,0.000000
418394,0x8656f3b6378f5d2685746b513f154f3b0a2b9666112e5971d1f8928ac420e7639656c66fbefff76e4584aa8c5020a030,ETH,0.002706,2023-06-19T00:00:00Z,2023-06-19T23:59:59Z,daily,32.003655,0.002706,0.000000,0.000000
418394,0x8656f3b6378f5d2685746b513f154f3b0a2b9666112e5971d1f8928ac420e7639656c66fbefff76e4584aa8c5020a030,ETH,0.002689,2023-06-20T00:00:00Z,2023-06-20T23:59:59Z,daily,32.006361,0.002689,0.000000,0.000000
418394,0x8656f3b6378f5d2685746b513f154f3b0a2b9666112e5971d1f8928ac420e7639656c66fbefff76e4584aa8c5020a030,ETH,0.002702,2023-06-21T00:00:00Z,2023-06-21T23:59:59Z,daily,32.009050,0.002702,0.000000,0.000000
418394,0x8656f3b6378f5d2685746b513f154f3b0a2b9666112e5971d1f8928ac420e7639656c66fbefff76e4584aa8c5020a030,ETH,0.002682,2023-06-22T00:00:00Z,2023-06-22T23:59:59Z,daily,32.011752,0.002682,0.000000,0.000000
418394,0x8656f3b6378f5d2685746b513f154f3b0a2b9666112e5971d1f8928ac420e7639656c66fbefff76e4584aa8c5020a030,ETH,0.002699,2023-06-23T00:00:00Z,2023-06-23T23:59:59Z,daily,32.000494,0.002699,0.000000,0.000000
418394,0x8656f3b6378f5d2685746b513f154f3b0a2b9666112e5971d1f8928ac420e7639656c66fbefff76e4584aa8c5020a030,ETH,0.002675,2023-06-24T00:00:00Z,2023-06-24T23:59:59Z,daily,32.003193,0.002675,0.000000,0.000000
418394,0x8656f3b6378f5d2685746b513f154f3b0a2b9666112e5971d1f8928ac420e7639656c66fbefff76e4584aa8c5020a030,ETH,0.002670,2023-06-25T00:00:00Z,2023-06-25T23:59:59Z,daily,32.005868,0.002670,0.000000,0.000000
418394,0x8656f3b6378f5d2685746b513f154f3b0a2b9666112e5971d1f8928ac420e7639656c66fbefff76e4584aa8c5020a030,ETH,0.002679,2023-06-26T00:00:00Z,2023-06-26T23:59:59Z,daily,32.008538,0.002679,0.000000,0.000000
418394,0x8656f3b6378f5d2685746b513f154f3b0a2b9666112e5971d1f8928ac420e7639656c66fbefff76e4584aa8c5020a030,ETH,0.002637,2023-06-27T00:00:00Z,2023-06-27T23:59:59Z,daily,32.011217,0.002637,0.000000,0.000000
418394,0x8656f3b6378f5d2685746b513f154f3b0a2b9666112e5971d1f8928ac420e7639656c66fbefff76e4584aa8c5020a030,ETH,0.002686,2023-06-28T00:00:00Z,2023-06-28T23:59:59Z,daily,32.013853,0.002686,0.000000,0.000000
418394,0x8656f3b6378f5d2685746b513f154f3b0a2b9666112e5971d1f8928ac420e7639656c66fbefff76e4584aa8c5020a030,ETH,0.002675,2023-06-29T00:00:00Z,2023-06-29T23:59:59Z,daily,32.002519,0.002675,0.000000,0.000000
418394,0x8656f3b6378f5d2685746b513f154f3b0a2b9666112e5971d1f8928ac420e7639656c66fbefff76e4584aa8c5020a030,ETH,0.002666,2023-06-30T00:00:00Z,2023-06-30T23:59:59Z,daily,32.005194,0.002666,0.000000,0.000000
313174,0x87c2d12af669e1e3cedfadc8a48324d2accdccbb101b7fc7ff60e811d7dfd7476777b860e0ffe598d8d7cf63e7c194d7,ETH,0.002739,2023-06-01T00:00:00Z,2023-06-01T23:59:59Z,daily,32.011571,0.002739,0.000000,0.000000
313174,0x87c2d12af669e1e3cedfadc8a48324d2accdccbb101b7fc7ff60e811d7dfd7476777b860e0ffe598d8d7cf63e7c194d7,ETH,0.002767,2023-06-02T00:00:00Z,2023-06-02T23:59:59Z,daily,32.001008,0.002767,0.000000,0.000000
313174,0x87c2d12af669e1e3cedfadc8a48324d2accdccbb101b7fc7ff60e811d7dfd7476777b860e0ffe598d8d7cf63e7c194d7,ETH,0.002754,2023-06-03T00:00:00Z,2023-06-03T23:59:59Z,daily,32.003775,0.002754,0.000000,0.000000
313174,0x87c2d12af669e1e3cedfadc8a48324d2accdccbb101b7fc7ff60e811d7dfd7476777b860e0ffe598d8d7cf63e7c194d7,ETH,0.002747,2023-06-04T00:00:00Z,2023-06-04T23:59:59Z,daily,32.006529,0.002747,0.000000,0.000000
313174,0x87c2d12af669e1e3cedfadc8a48324d2accdccbb101b7fc7ff60e811d7dfd7476777b860e0ffe598d8d7cf63e7c194d7,ETH,0.002738,2023-06-05T00:00:00Z,2023-06-05T23:59:59Z,daily,32.009276,0.002738,0.000000,0.000000
313174,0x87c2d12af669e1e3cedfadc8a48324d2accdccbb101b7fc7ff60e811d7dfd7476777b860e0ffe598d8d7cf63e7c194d7,ETH,0.002743,2023-06-06T00:00:00Z,2023-06-06T23:59:59Z,daily,32.012013,0.002743,0.000000,0.000000
313174,0x87c2d12af669e1e3cedfadc8a48324d2accdccbb101b7fc7ff60e811d7dfd7476777b860e0ffe598d8d7cf63e7c194d7,ETH,0.002737,2023-06-07T00:00:00Z,2023-06-07T23:59:59Z,daily,32.001123,0.002737,0.000000,0.000000
313174,0x87c2d12af669e1e3cedfadc8a48324d2accdccbb101b7fc7ff60e811d7dfd7476777b860e0ffe598d8d7cf63e7c194d7,ETH,0.002742,2023-06-08T00:00:00Z,2023-06-08T23:59:59Z,daily,32.003860,0.002742,0.000000,0.000000
313174,0x87c2d12af669e1e3cedfadc8a48324d2accdccbb101b7fc7ff60e811d7dfd7476777b860e0ffe598d8d7cf63e7c194d7,ETH,0.002718,2023-06-09T00:00:00Z,2023-06-09T23:59:59Z,daily,32.006602,0.002718,0.000000,0.000000
313174,0x87c2d12af669e1e3cedfadc8a48324d2accdccbb101b7fc7ff60e811d7dfd7476777b860e0ffe598d8d7cf63e7c194d7,ETH,0.002738,2023-06-10T00:00:00Z,2023-06-10T23:59:59Z,daily,32.009319,0.002738,0.000000,0.000000
313174,0x87c2d12af669e1e3cedfadc8a48324d2accdccbb101b7fc7ff60e811d7dfd7476777b860e0ffe598d8d7cf63e7c194d7,ETH,0.002711,2023-06-11T00:00:00Z,2023-06-11T23:59:59Z,daily,32.012058,0.002711,0.000000,0.000000
313174,0x87c2d12af669e1e3cedfadc8a48324d2accdccbb101b7fc7ff60e811d7dfd7476777b860e0ffe598d8d7cf63e7c194d7,ETH,0.002704,2023-06-12T00:00:00Z,2023-06-12T23:59:59Z,daily,32.000957,0.002704,0.000000,0.000000
313174,0x87c2d12af669e1e3cedfadc8a48324d2accdccbb101b7fc7ff60e811d7dfd7476777b860e0ffe598d8d7cf63e7c194d7,ETH,0.002716,2023-06-13T00:00:00Z,2023-06-13T23:59:59Z,daily,32.003660,0.002716,0.000000,0.000000
313174,0x87c2d12af669e1e3cedfadc8a48324d2accdccbb101b7fc7ff60e811d7dfd7476777b860e0ffe598d8d7cf63e7c194d7,ETH,0.062003,2023-06-14T00:00:00Z,2023-06-14T23:59:59Z,daily,32.006376,0.037032,0.024971,0.000000
